iteration,memberId,overallCompositeLoss,passCount,warnCount,failCount,normalizedSourceMovement,PSYCHOLOGICAL_COST_OF_RENTING,SENSITIVITY_RENT_OR_PURCHASE,BTL_CHOICE_INTENSITY,MARKET_AVERAGE_PRICE_DECAY
0,0,0.5056096536555562,5,0,12,0.0,0.4,0.001,100.0,0.5
0,1,0.48588388447244146,6,0,11,0.21403949707012312,0.24822864452396784,0.0008507002452086586,68.79536067208322,0.4984076175711134
0,2,0.48460931542377816,5,2,10,0.1461865231075575,0.31450654335269396,0.0011130527328271822,98.08805983789117,0.5889828405697304
0,3,0.4778486684073637,7,0,10,0.39090713415492007,0.5230903592223743,0.0005906265659702184,50.41315425422269,0.44735203123656087
0,4,0.4896076320626233,6,1,10,0.23106947470653497,0.5770158054794238,0.000985553242932965,82.29048542930028,0.4116462480013777
0,5,0.49266307811989224,6,0,11,0.3410867247411303,0.36186597447650426,0.0005054754104929871,135.88039200556915,0.6223933679124216
0,6,0.47957999639252846,6,0,11,0.27063386348609525,0.20808714446639986,0.0011552716963688773,65.71505633782178,0.5302799959735046
0,7,0.5058259461101307,4,2,11,0.17026328594957177,0.4021649725431311,0.0007534800082840035,100.74681340182747,0.6330007629655303
0,8,0.48346237844380296,6,0,11,0.2213658294321287,0.4456631639437875,0.0010157952403824254,60.35833821946866,0.6003231188360791
0,9,0.4652431461216215,6,1,10,0.28396179437103947,0.24071356562876056,0.0006399598038569977,109.7467629659104,0.4221484673274315
0,10,0.5049675929328351,5,1,11,0.28984525633577884,0.37644422799809574,0.0014504766725996886,75.62381254851068,0.6627568352191359
0,11,0.5088315003330798,5,1,11,0.2840931627114555,0.5857763048377654,0.0007696790967621648,147.7796347248719,0.5275136342644324
0,12,0.4979899743621305,6,0,11,0.17581894182066715,0.5351213981997905,0.0012877799312840854,90.19068743616735,0.4813128260058851
0,13,0.5174440023414566,4,2,11,0.4300482025589518,0.3297070994547052,0.0006604803307707778,54.85686659549707,0.6953349823961421
0,14,0.48191925383997414,6,1,10,0.17016413857627014,0.28192795089512157,0.0008714151756948219,115.33433199489437,0.45404481977559874
0,15,0.4867749787966176,5,2,10,0.2939225991010392,0.5046497709933874,0.0005683481172356935,74.90144957718532,0.5504566874794963
0,16,0.5289093195481257,4,1,12,0.1380341828015882,0.48648634965264304,0.0009030105279955802,113.60846161062837,0.5467170025615709
0,17,0.5074946308770456,5,0,12,0.45019572500472,0.2743701622061193,0.0005473689436473573,58.306619216667606,0.6490405061660509
0,18,0.5043001169586053,5,2,10,0.24719609723093874,0.33830776701685084,0.0012457461337621158,142.7996078295272,0.40598510573184116
0,19,0.48629865863857047,6,1,10,0.3232409387580774,0.5512386658043632,0.0006812231309389935,78.26138056723379,0.6165009309281355
0,20,0.47856382201845127,7,0,10,0.38142356087055684,0.5900738535087355,0.0014057754837461425,56.76821781682541,0.575254601020565
0,21,0.5160136206784344,4,1,12,0.1384575918709085,0.3984468910348388,0.0007957672601482602,87.1542958370209,0.43425913235051516
0,22,0.48289913008211405,5,2,10,0.3350817437430164,0.22213993674235374,0.001054598919302965,72.36263584026688,0.676473719276623
0,23,0.506804067379865,5,1,11,0.1747827294429082,0.4409277637276858,0.0006178289572780905,119.3806659227717,0.5019576010890943
0,24,0.5189074773666534,4,2,11,0.1712763905844401,0.4207431219033064,0.0011995448119170654,66.46353219191319,0.4685345151713213
0,25,0.49308177809832604,6,0,11,0.29762633001965194,0.21504905744124528,0.0007271190489201004,130.0463302211308,0.5673658951969667
0,26,0.5062764466635951,5,1,11,0.20471547822665115,0.35373303178125326,0.0009555480539172694,52.1696891312296,0.47496937928043637
0,27,0.5104021564202192,4,2,11,0.4115912513095611,0.5612860262418562,0.0005225293195003757,94.78576787157552,0.6910708091464953
0,28,0.49335631610860536,6,0,11,0.26647047140438407,0.5186395152810533,0.0010765602370751352,131.30139296768448,0.6511447138487321
0,29,0.48255018996543747,6,0,11,0.22187695226033244,0.2931253373329696,0.0006094107957109667,85.1605484156154,0.5133040363005235
0,30,0.44952690592694255,7,1,9,0.2442963679860192,0.2673749222468195,0.0013986652445790882,104.29185470238983,0.6043496408943031
0,31,0.47564496310718646,7,0,10,0.25162230314884015,0.4692835921454326,0.0008193944434116712,63.48123338490756,0.4245695892207084
0,32,0.4975316501878113,6,0,11,0.14017656488877442,0.4809347584291698,0.001133120886063348,77.3020115655052,0.5083219205081837
0,33,0.48192302170019635,6,1,10,0.44118217841324114,0.2568514184487641,0.0005786513472090515,145.81787999302327,0.6819031556805757
0,34,0.5246790550979759,5,0,12,0.28417354941766076,0.30443829692421853,0.0013281595256208175,60.96102738152412,0.4373834007806733
0,35,0.5067493863513031,5,1,11,0.17376910263274506,0.5076429561743055,0.0008625026606990179,107.73288697717176,0.579032950972433
0,36,0.5194905327319017,4,1,12,0.25938070612762437,0.5626917545843836,0.0011794945634624433,117.5383177410188,0.6130176690121418
0,37,0.4907108387336163,4,3,10,0.24772991053025867,0.35199559774676775,0.0007399389372245586,74.13033423363044,0.40307134258225963
0,38,0.4640586001089274,6,1,10,0.2511079150005902,0.21636565347090908,0.0009723292982811592,91.41575084896492,0.6431989583190385
0,39,0.4951531428481104,5,1,11,0.33476575619873633,0.41899555024462387,0.0005137602478278459,53.65930731837428,0.5400546069010836
1,0,0.49077780585139574,6,1,10,1.1548511083089605,0.7905192389325282,0.00026988874121279695,25.000000000000007,0.45298578701127723
1,1,0.48195066247488183,7,0,10,1.0884759423750197,0.7838736480818382,0.0003301494237485108,25.000000000000007,0.4078301204655242
1,2,0.49061685973341307,6,2,9,1.1313969878561219,0.7897391044539519,0.000282551559155836,25.000000000000007,0.5445287751706347
1,3,0.48165911908745507,7,0,10,1.2357374518076074,0.7877168994795702,0.00019739414897089686,25.000000000000007,0.4091760993377789
1,4,0.4714008538460907,7,0,10,1.253658171574149,0.7932398657449968,0.00029201790478368297,25.000000000000007,0.3730134619110317
1,5,0.483307465920666,7,0,10,1.2930399493032083,0.7916880400331737,0.00015618171775371836,25.000000000000007,0.5478090629139116
1,6,0.4880296638097562,7,0,10,1.0873322982129185,0.7899502208277643,0.00036150103429905147,25.000000000000007,0.4463120770327359
1,7,0.4813735724962464,7,0,10,1.2049233187139305,0.7896028980972759,0.000218872562319273,25.000000000000007,0.5668352821587146
1,8,0.4934191288148232,7,0,10,1.0567169789055113,0.7881086577055539,0.00034436480173500575,25.000000000000007,0.5278977666268299
1,9,0.491975372089333,6,1,10,1.270450756551019,0.7860660832148998,0.00018863588641663604,25.000000000000007,0.37243131797652124
1,10,0.479519573059784,7,0,10,1.0865714553056542,0.79202778358973,0.00045918119855936,25.000000000000007,0.5925291695859309
1,11,0.49245513633342597,6,1,10,1.2049528175961872,0.7922305803768556,0.00020431316999120478,25.000000000000007,0.5024474413899602
1,12,0.48859953167719056,7,0,10,1.0725197391074774,0.7887477282270974,0.00035797638609692584,25.000000000000007,0.45099452958662056
1,13,0.4753380941985019,7,1,9,1.218860634075908,0.787911049553471,0.00022845086982616273,25.000000000000007,0.6197156926148565
1,14,0.4831765261290351,6,2,9,1.1953242823349437,0.787579382357554,0.00024155054798983232,25.000000000000007,0.40227311738007643
1,15,0.49144638279476033,6,1,10,1.198814992227359,0.7901175059977548,0.00018934240363860258,25.000000000000007,0.4921822381340189
1,16,0.4890945151174847,7,0,10,1.1551470079788926,0.7924896459557568,0.0002594998322924434,25.000000000000007,0.49665449102053894
1,17,0.4640986074463835,7,1,9,1.2413567026141574,0.7885379809675503,0.00018191353976930203,25.000000000000007,0.5741736229994399
1,18,0.48779219670429924,7,0,10,1.163058334156557,0.7879772700853267,0.0003225199531128598,25.000000000000007,0.3745026640821391
1,19,0.4676701004931244,7,1,9,1.1633363841545468,0.7872046621694625,0.00022827360182854148,25.000000000000007,0.556232518491398
1,20,0.518425188015138,6,0,11,0.9897634023776444,0.7836586612506046,0.0004228705567423504,25.000000000000007,0.5497322634136774
1,21,0.4870649557590646,6,1,10,1.188925596943662,0.7843726536848106,0.00023311155006462415,25.000000000000007,0.39050430627629035
1,22,0.48812593960420897,7,0,10,1.1356421861761252,0.7910642084936886,0.00033825952697614755,25.000000000000007,0.5829838177007205
1,23,0.48868556023261966,7,0,10,1.1976291337406288,0.7878807699411123,0.00020711166286451908,25.000000000000007,0.44038407542053465
1,24,0.5054726215597476,6,1,10,1.0816725673277052,0.7866972064702183,0.00035488177421992204,25.000000000000007,0.4211235362148627
1,25,0.4807589508982574,7,0,10,1.122421806782742,0.7856488685380563,0.00023957820233727956,25.000000000000007,0.46697713936040014
1,26,0.4804878343678296,7,0,10,1.1387820343620048,0.7896092348122004,0.0003165642127898395,25.000000000000007,0.41836526085093184
1,27,0.4933991829478458,6,1,10,1.3825647175508355,0.7948468916256116,0.00017464002110450594,25.000000000000007,0.6253834697795368
1,28,0.4824995684750881,7,0,10,1.209983381141786,0.7930157944130427,0.0003035211483731361,25.000000000000007,0.6104455365017585
1,29,0.4801905083158086,7,0,10,1.2169979231652046,0.7881841895318661,0.00019892239998026875,25.000000000000007,0.4321895486648778
1,30,0.5102235795395113,6,0,11,1.0448933449457187,0.7909715419389514,0.00040415647805606595,25.000000000000007,0.5185579433287391
1,31,0.47981710148731893,7,0,10,1.2236509309376913,0.7905418250651985,0.00024949454202416693,25.000000000000007,0.398057805486688
1,32,0.49483758169777836,6,1,10,1.0859995844900134,0.7905715297932022,0.00035682319236304594,25.000000000000007,0.4600638622857422
1,33,0.49242391790239753,6,1,10,1.2868629969411676,0.7927447097976011,0.00019269335936306927,25.000000000000007,0.5819730676343193
1,34,0.4767790725056918,7,0,10,1.1510538470490632,0.7920534275574631,0.0003921408868334767,25.000000000000007,0.3882220843086511
1,35,0.47139457757591763,7,1,9,1.1878240583027553,0.7899869654616986,0.00022913263429704105,25.000000000000007,0.5523349493095171
1,36,0.4987511667325034,6,1,10,1.143161544642704,0.791632789503387,0.00033046446566141767,25.000000000000007,0.5760016329449498
1,37,0.49919434799579643,6,1,10,1.2853956922348406,0.7897600541135409,0.00022178549751695751,25.000000000000007,0.3591358902305916
1,38,0.4868902887293288,7,0,10,1.1085543116190537,0.7897907694982218,0.0003063447640096213,25.000000000000007,0.5379084680525821
1,39,0.4637753390178183,8,0,9,1.2472920712961195,0.7907002750949945,0.00016461337031891155,25.000000000000007,0.4800656288038525
