parameter_key,weekly_rate,annual_equivalent,monthly_equivalent,selected_config_value,source_url,source_path,source_section,row_label,rate_column,calculation,notes
GOVERNMENT_MONTHLY_INCOME_SUPPORT,142.25,7397.0,616.4166666666666,616.4166666667,https://www.gov.uk/government/publications/benefit-and-pension-rates-2024-to-2025/benefit-and-pension-rates-2024-to-2025,input-data-versions/calibration-evidence/gov-income-support-v4.26/benefit-and-pension-rates-2024-to-2025.html,Income Support,Both 18 or over,Rates 2024/25,142.25 * 52 / 12,The model stores this support floor as a monthly value and annualizes it by multiplying by 12; using 52 / 12 preserves the official annual value implied by weekly rates.
