parameter_key,selected_config_value,source_url,source_path,source_table,source_row,source_column,method,notes
GOVERNMENT_GENERAL_PERSONAL_ALLOWANCE,12570.0,https://www.gov.uk/government/publications/spring-budget-2024-overview-of-tax-legislation-and-rates-ootlar/annex-a-rates-and-allowances,input-data-versions/calibration-evidence/gov-personal-allowance-v4.22/spring-budget-2024-annex-a-rates-and-allowances.html,Income Tax allowances,Personal allowance,Tax year 2024 to 2025,direct official policy-table source confirmation,The value is numerically unchanged from v4.21 but the source year is corrected to the 2024/25 calibration target.
