parameter_key,weekly_rate,annual_equivalent,monthly_equivalent,selected_config_value,source_path,source_url,source_section,row_label,rate_column,calculation,notes
GOVERNMENT_MONTHLY_INCOME_SUPPORT,142.25,7397.0,616.4166666666666,616.4166666667,/home/max/dev/uni/project/models/uk-housing-model-individual-project/input-data-versions/calibration-evidence/gov-income-support-v4.13/benefit-and-pension-rates-2024-to-2025.html,https://www.gov.uk/government/publications/benefit-and-pension-rates-2024-to-2025/benefit-and-pension-rates-2024-to-2025,Income Support,Both 18 or over,Rates 2024/25,142.25 * 52 / 12,"The model stores this support floor as a monthly value and later annualizes it by multiplying by 12. Converting the weekly GOV.UK rate with 52 / 12 preserves the official annual entitlement implied by 52 weekly payments, unlike the old four-week month convention."
