stage,multiplier,target,target_gap,rental_income_positive_share_mean,rental_income_positive_share_stdev,active_btl_share_mean,latent_btl_share_mean,btl_stock_fraction_mean,seed_count,seeds
coarse,0.8,0.0752616555661275,0.03836948998921577,0.03689216557691173,0.0012157048871287344,0.03746523668968921,0.05976842010656473,0.17570434480843977,4,"1,2,3,4"
coarse,0.85,0.0752616555661275,0.035777422856362366,0.03948423270976514,0.0002806260494827569,0.039521087797257076,0.06289693635216764,0.17726174347584675,4,"1,2,3,4"
coarse,0.9,0.0752616555661275,0.0334042819321287,0.0418573736339988,0.0001854104312431873,0.042028212060771925,0.06748505905174489,0.18500678789561353,4,"1,2,3,4"
coarse,0.95,0.0752616555661275,0.032070041102400824,0.04319161446372668,0.000656830396207499,0.04386721328833733,0.07122527972074619,0.18703389783453636,4,"1,2,3,4"
coarse,1.0,0.0752616555661275,0.028211746198458766,0.04704990936766874,0.0024720294874838273,0.047357197514137736,0.07606374538057989,0.19485587173792338,4,"1,2,3,4"
coarse,1.05,0.0752616555661275,0.027590405728972887,0.047671249837154615,0.00068475839503732,0.04804679869254033,0.07826892523194837,0.19522078012215435,4,"1,2,3,4"
coarse,1.1,0.0752616555661275,0.024580610540436712,0.05068104502569079,0.0015414720978687315,0.05063741008480775,0.08167642555928185,0.20325340088839533,4,"1,2,3,4"
coarse,1.15,0.0752616555661275,0.0210397800238755,0.054221875542252,0.001887878245366397,0.053840986176239954,0.08726021776909884,0.20615900888395336,4,"1,2,3,4"
coarse,1.2,0.0752616555661275,0.02107334500425455,0.054188310561872954,0.0010166130527386433,0.05482321975540421,0.08924989002681745,0.20973424486396447,4,"1,2,3,4"
coarse,1.25,0.0752616555661275,0.018203998663224585,0.05705765690290292,0.0007468174300783192,0.05747198939580428,0.09398184855906432,0.21432613825652416,4,"1,2,3,4"
coarse,1.3,0.0752616555661275,0.016265562478463613,0.05899609308766389,0.0025864623388928425,0.0591787042833566,0.09703512374944256,0.21761717101610217,4,"1,2,3,4"
