iteration,memberId,overallCompositeLoss,rankingLoss,rankingObjective,passCount,warnCount,failCount,normalizedSourceMovement,PSYCHOLOGICAL_COST_OF_RENTING,SENSITIVITY_RENT_OR_PURCHASE,BTL_PROBABILITY_MULTIPLIER,BTL_CHOICE_INTENSITY,MARKET_AVERAGE_PRICE_DECAY
0,0,0.5743372296753784,0.5743372296753784,family_aware_metric_loss,6,0,14,0.0,0.4,0.001,1.76,100.0,0.5
0,1,0.6610321996496713,0.6610321996496713,family_aware_metric_loss,6,0,14,0.3871716452562361,0.5024398883280438,0.0013517468929307782,0.4605876289790956,62.295401018251965,0.4391639695090753
0,2,0.6873199089737714,0.6873199089737714,family_aware_metric_loss,6,1,13,0.2820825747945457,0.5499359439259088,0.000665416646890074,1.0275486071889048,138.88140003996048,0.4797991886583092
0,3,0.6698463128182952,0.6698463128182952,family_aware_metric_loss,6,1,13,0.33417638272389316,0.23700473997283364,0.0010583619557567767,0.641100040943892,82.95445466983946,0.6470034208209815
0,4,0.6512819072362074,0.6512819072362074,family_aware_metric_loss,7,0,13,0.4658963271323124,0.24703713564131782,0.0008425075770283517,0.3843037137185958,69.30976595147365,0.6795000691365916
0,5,0.6170764363078088,0.6170764363078088,family_aware_metric_loss,6,1,13,0.1478557303747981,0.5603865216000514,0.0009505079639272436,1.7937490175861397,126.30188570027715,0.5268101548974431
0,6,0.6885434460328661,0.6885434460328661,family_aware_metric_loss,6,0,14,0.3720743871711072,0.40710850410311833,0.0006167843656293342,0.795463900610633,52.38494009577284,0.40012089881715496
0,7,0.706023970824386,0.706023970824386,family_aware_metric_loss,6,0,14,0.22781316984787106,0.30047913015646177,0.0012896974929773267,0.8446531634422474,93.23019938037481,0.5583213637608537
0,8,0.6856500440512725,0.6856500440512725,family_aware_metric_loss,6,0,14,0.25458709986741834,0.32406675726059553,0.0007322814890762597,0.6788751555802522,115.53111827755512,0.4626297740486752
0,9,0.6823032222541292,0.6823032222541292,family_aware_metric_loss,6,1,13,0.23321912486448407,0.43400155055656353,0.001086255936464551,0.9888755937846291,73.21397984755389,0.6259317119677184
0,10,0.6397340191370907,0.6397340191370907,family_aware_metric_loss,7,0,13,0.49329056822690165,0.5855277166402263,0.0005391895283251264,0.40571726239182127,88.83127599667505,0.6509612583985197
0,11,0.6240858254622995,0.6240858254622995,family_aware_metric_loss,6,1,13,0.23741355834390224,0.27688484013341635,0.001485198196612956,1.7004915705107908,56.899144540758094,0.4987609052195302
0,12,0.6759656181670196,0.6759656181670196,family_aware_metric_loss,7,0,13,0.3429912705812137,0.21692813355586493,0.0006002959296796653,1.2005659985766886,59.362192955887245,0.5323806477350816
0,13,0.6811229020262166,0.6811229020262166,family_aware_metric_loss,6,0,14,0.3685452213114128,0.5263056071034792,0.001173184165123582,0.5482602169563253,112.0580406362565,0.6882262799668254
0,14,0.6820035213159,0.6820035213159,family_aware_metric_loss,6,1,13,0.21691631701770211,0.4729229356753728,0.0007676351178903942,1.317639049687913,75.89313071298555,0.5830618667855254
0,15,0.6569969687210381,0.6569969687210381,family_aware_metric_loss,6,1,13,0.29734254645045105,0.36249320820663944,0.0009265960479859116,0.4868354492110275,146.6802426252679,0.4325448064321856
0,16,0.7006842860199469,0.7006842860199469,family_aware_metric_loss,6,0,14,0.3402066579926291,0.3552042432414105,0.0008074710345120405,0.9467334042247344,50.56724513030115,0.6345546255671515
0,17,0.6971207849053026,0.6971207849053026,family_aware_metric_loss,6,0,14,0.17712113516851025,0.4632500321564442,0.0008792915407646651,0.7335297182666044,96.54893613634358,0.4766439228035024
0,18,0.6637615941047598,0.6637615941047598,family_aware_metric_loss,7,0,13,0.27218633270336945,0.5134275248189045,0.000590654185254664,1.5848781333178616,67.05529255138057,0.44182065586977753
0,19,0.6407447981311303,0.6407447981311303,family_aware_metric_loss,7,1,12,0.4128914979821072,0.203987449156638,0.0011946581773869015,0.4264105944216242,130.52197148069064,0.6088679347071231
