Data values,Data values_sort,Data description,Data description_reference,Data description_sort,Data description_hierarchy,Local authority,Local authority_reference,Local authority_sort,Local authority_hierarchy,Period,Period_reference,Period_sort,Period_hierarchy,Tenure,Tenure_reference,Tenure_sort,Tenure_hierarchy,Notes
35500,35500,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2018,31/03/2018,1522540799000,,All tenures (Number),6,10,,
3800,3800,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2017,31/03/2017,1491004799000,,Local Authority (Number),1,1,,
900,900,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2017,31/03/2017,1491004799000,,Registered Social Landlord (Number),2,3,,
30600,30600,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2017,31/03/2017,1491004799000,,Owner occupied/Privately rented (Number),3,5,,
25900,25900,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2017,31/03/2017,1491004799000,,Owner occupied (Number),4,6,,
4700,4700,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2017,31/03/2017,1491004799000,,Privately rented (Number),5,8,,
35300,35300,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2017,31/03/2017,1491004799000,,All tenures (Number),6,10,,
3800,3800,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2016,31/03/2016,1459468799000,,Local Authority (Number),1,1,,
900,900,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2016,31/03/2016,1459468799000,,Registered Social Landlord (Number),2,3,,
30400,30400,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2016,31/03/2016,1459468799000,,Owner occupied/Privately rented (Number),3,5,,
25700,25700,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2016,31/03/2016,1459468799000,,Owner occupied (Number),4,6,,
4800,4800,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2016,31/03/2016,1459468799000,,Privately rented (Number),5,8,,
35100,35100,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2016,31/03/2016,1459468799000,,All tenures (Number),6,10,,
3800,3800,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2015,31/03/2015,1427846399000,,Local Authority (Number),1,1,,
800,800,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2015,31/03/2015,1427846399000,,Registered Social Landlord (Number),2,3,,
30300,30300,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2015,31/03/2015,1427846399000,,Owner occupied/Privately rented (Number),3,5,,
25700,25700,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2015,31/03/2015,1427846399000,,Owner occupied (Number),4,6,,
4600,4600,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2015,31/03/2015,1427846399000,,Privately rented (Number),5,8,,
34900,34900,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2015,31/03/2015,1427846399000,,All tenures (Number),6,10,,
3800,3800,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2014,31/03/2014,1396310399000,,Local Authority (Number),1,1,,
800,800,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2014,31/03/2014,1396310399000,,Registered Social Landlord (Number),2,3,,
30100,30100,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2014,31/03/2014,1396310399000,,Owner occupied/Privately rented (Number),3,5,,
25300,25300,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2014,31/03/2014,1396310399000,,Owner occupied (Number),4,6,,
4800,4800,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2014,31/03/2014,1396310399000,,Privately rented (Number),5,8,,
34700,34700,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2014,31/03/2014,1396310399000,,All tenures (Number),6,10,,
3800,3800,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2013,31/03/2013,1364774399000,,Local Authority (Number),1,1,,
800,800,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2013,31/03/2013,1364774399000,,Registered Social Landlord (Number),2,3,,
30000,30000,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2013,31/03/2013,1364774399000,,Owner occupied/Privately rented (Number),3,5,,
25000,25000,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2013,31/03/2013,1364774399000,,Owner occupied (Number),4,6,,
5000,5000,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2013,31/03/2013,1364774399000,,Privately rented (Number),5,8,,
34600,34600,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2013,31/03/2013,1364774399000,,All tenures (Number),6,10,,
3800,3800,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2012,31/03/2012,1333238399000,,Local Authority (Number),1,1,,
700,700,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2012,31/03/2012,1333238399000,,Registered Social Landlord (Number),2,3,,
29800,29800,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2012,31/03/2012,1333238399000,,Owner occupied/Privately rented (Number),3,5,,
25000,25000,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2012,31/03/2012,1333238399000,,Owner occupied (Number),4,6,,
4800,4800,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2012,31/03/2012,1333238399000,,Privately rented (Number),5,8,,
34300,34300,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2012,31/03/2012,1333238399000,,All tenures (Number),6,10,,
3800,3800,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2011,31/03/2011,1301615999000,,Local Authority (Number),1,1,,
700,700,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2011,31/03/2011,1301615999000,,Registered Social Landlord (Number),2,3,,
29700,29700,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2011,31/03/2011,1301615999000,,Owner occupied/Privately rented (Number),3,5,,
34200,34200,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2011,31/03/2011,1301615999000,,All tenures (Number),6,10,,
3800,3800,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2010,31/03/2010,1270079999000,,Local Authority (Number),1,1,,
700,700,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2010,31/03/2010,1270079999000,,Registered Social Landlord (Number),2,3,,
29400,29400,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2010,31/03/2010,1270079999000,,Owner occupied/Privately rented (Number),3,5,,
33900,33900,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2010,31/03/2010,1270079999000,,All tenures (Number),6,10,,
3800,3800,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2009,31/03/2009,1238543999000,,Local Authority (Number),1,1,,
600,600,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2009,31/03/2009,1238543999000,,Registered Social Landlord (Number),2,3,,
29100,29100,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2009,31/03/2009,1238543999000,,Owner occupied/Privately rented (Number),3,5,,
33500,33500,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2009,31/03/2009,1238543999000,,All tenures (Number),6,10,,
3800,3800,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2008,31/03/2008,1207007999000,,Local Authority (Number),1,1,,
600,600,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2008,31/03/2008,1207007999000,,Registered Social Landlord (Number),2,3,,
28800,28800,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2008,31/03/2008,1207007999000,,Owner occupied/Privately rented (Number),3,5,,
33200,33200,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2008,31/03/2008,1207007999000,,All tenures (Number),6,10,,
3800,3800,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2007,31/03/2007,1175385599000,,Local Authority (Number),1,1,,
500,500,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2007,31/03/2007,1175385599000,,Registered Social Landlord (Number),2,3,,
28500,28500,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2007,31/03/2007,1175385599000,,Owner occupied/Privately rented (Number),3,5,,
32900,32900,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2007,31/03/2007,1175385599000,,All tenures (Number),6,10,,
3900,3900,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2006,31/03/2006,1143849599000,,Local Authority (Number),1,1,,
500,500,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2006,31/03/2006,1143849599000,,Registered Social Landlord (Number),2,3,,
28200,28200,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2006,31/03/2006,1143849599000,,Owner occupied/Privately rented (Number),3,5,,
32600,32600,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2006,31/03/2006,1143849599000,,All tenures (Number),6,10,,
4000,4000,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2005,31/03/2005,1112313599000,,Local Authority (Number),1,1,,
500,500,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2005,31/03/2005,1112313599000,,Registered Social Landlord (Number),2,3,,
27800,27800,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2005,31/03/2005,1112313599000,,Owner occupied/Privately rented (Number),3,5,,
32300,32300,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2005,31/03/2005,1112313599000,,All tenures (Number),6,10,,
4100,4100,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2004,31/03/2004,1080777599000,,Local Authority (Number),1,1,,
500,500,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2004,31/03/2004,1080777599000,,Registered Social Landlord (Number),2,3,,
27400,27400,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2004,31/03/2004,1080777599000,,Owner occupied/Privately rented (Number),3,5,,
32000,32000,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2004,31/03/2004,1080777599000,,All tenures (Number),6,10,,
4400,4400,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2003,31/03/2003,1049155199000,,Local Authority (Number),1,1,,
500,500,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2003,31/03/2003,1049155199000,,Registered Social Landlord (Number),2,3,,
26800,26800,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2003,31/03/2003,1049155199000,,Owner occupied/Privately rented (Number),3,5,,
31600,31600,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2003,31/03/2003,1049155199000,,All tenures (Number),6,10,,
4600,4600,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2002,31/03/2002,1017619199000,,Local Authority (Number),1,1,,
500,500,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2002,31/03/2002,1017619199000,,Registered Social Landlord (Number),2,3,,
26300,26300,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2002,31/03/2002,1017619199000,,Owner occupied/Privately rented (Number),3,5,,
31300,31300,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2002,31/03/2002,1017619199000,,All tenures (Number),6,10,,
4700,4700,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2001,31/03/2001,986083199000,,Local Authority (Number),1,1,,
500,500,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2001,31/03/2001,986083199000,,Registered Social Landlord (Number),2,3,,
25900,25900,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2001,31/03/2001,986083199000,,Owner occupied/Privately rented (Number),3,5,,
31000,31000,Dwelling stock estimates,1,1,,Isle of Anglesey,W06000001,2,WXX000001,31/03/2001,31/03/2001,986083199000,,All tenures (Number),6,10,,
8900,8900,Dwelling stock estimates,1,1,,Gwynedd,W06000002,3,WXX000001,31/03/2024,31/03/2024,1711929599000,,Registered Social Landlord (Number),2,3,,
54600,54600,Dwelling stock estimates,1,1,,Gwynedd,W06000002,3,WXX000001,31/03/2024,31/03/2024,1711929599000,,Owner occupied/Privately rented (Number),3,5,,
43900,43900,Dwelling stock estimates,1,1,,Gwynedd,W06000002,3,WXX000001,31/03/2024,31/03/2024,1711929599000,,Owner occupied (Number),4,6,,Provisional
10700,10700,Dwelling stock estimates,1,1,,Gwynedd,W06000002,3,WXX000001,31/03/2024,31/03/2024,1711929599000,,Privately rented (Number),5,8,,Provisional
63500,63500,Dwelling stock estimates,1,1,,Gwynedd,W06000002,3,WXX000001,31/03/2024,31/03/2024,1711929599000,,All tenures (Number),6,10,,
8800,8800,Dwelling stock estimates,1,1,,Gwynedd,W06000002,3,WXX000001,31/03/2023,31/03/2023,1680307199000,,Registered Social Landlord (Number),2,3,,
54600,54600,Dwelling stock estimates,1,1,,Gwynedd,W06000002,3,WXX000001,31/03/2023,31/03/2023,1680307199000,,Owner occupied/Privately rented (Number),3,5,,
43900,43900,Dwelling stock estimates,1,1,,Gwynedd,W06000002,3,WXX000001,31/03/2023,31/03/2023,1680307199000,,Owner occupied (Number),4,6,,
10700,10700,Dwelling stock estimates,1,1,,Gwynedd,W06000002,3,WXX000001,31/03/2023,31/03/2023,1680307199000,,Privately rented (Number),5,8,,
63400,63400,Dwelling stock estimates,1,1,,Gwynedd,W06000002,3,WXX000001,31/03/2023,31/03/2023,1680307199000,,All tenures (Number),6,10,,
9000,9000,Dwelling stock estimates,1,1,,Gwynedd,W06000002,3,WXX000001,31/03/2022,31/03/2022,1648771199000,,Registered Social Landlord (Number),2,3,,
54300,54300,Dwelling stock estimates,1,1,,Gwynedd,W06000002,3,WXX000001,31/03/2022,31/03/2022,1648771199000,,Owner occupied/Privately rented (Number),3,5,,
44100,44100,Dwelling stock estimates,1,1,,Gwynedd,W06000002,3,WXX000001,31/03/2022,31/03/2022,1648771199000,,Owner occupied (Number),4,6,,
10300,10300,Dwelling stock estimates,1,1,,Gwynedd,W06000002,3,WXX000001,31/03/2022,31/03/2022,1648771199000,,Privately rented (Number),5,8,,
63400,63400,Dwelling stock estimates,1,1,,Gwynedd,W06000002,3,WXX000001,31/03/2022,31/03/2022,1648771199000,,All tenures (Number),6,10,,
9000,9000,Dwelling stock estimates,1,1,,Gwynedd,W06000002,3,WXX000001,31/03/2021,31/03/2021,1617235199000,,Registered Social Landlord (Number),2,3,,
54200,54200,Dwelling stock estimates,1,1,,Gwynedd,W06000002,3,WXX000001,31/03/2021,31/03/2021,1617235199000,,Owner occupied/Privately rented (Number),3,5,,
45100,45100,Dwelling stock estimates,1,1,,Gwynedd,W06000002,3,WXX000001,31/03/2021,31/03/2021,1617235199000,,Owner occupied (Number),4,6,,
9100,9100,Dwelling stock estimates,1,1,,Gwynedd,W06000002,3,WXX000001,31/03/2021,31/03/2021,1617235199000,,Privately rented (Number),5,8,,
63200,63200,Dwelling stock estimates,1,1,,Gwynedd,W06000002,3,WXX000001,31/03/2021,31/03/2021,1617235199000,,All tenures (Number),6,10,,
8700,8700,Dwelling stock estimates,1,1,,Gwynedd,W06000002,3,WXX000001,31/03/2020,31/03/2020,1585699199000,,Registered Social Landlord (Number),2,3,,
54400,54400,Dwelling stock estimates,1,1,,Gwynedd,W06000002,3,WXX000001,31/03/2020,31/03/2020,1585699199000,,Owner occupied/Privately rented (Number),3,5,,
45600,45600,Dwelling stock estimates,1,1,,Gwynedd,W06000002,3,WXX000001,31/03/2020,31/03/2020,1585699199000,,Owner occupied (Number),4,6,,
8800,8800,Dwelling stock estimates,1,1,,Gwynedd,W06000002,3,WXX000001,31/03/2020,31/03/2020,1585699199000,,Privately rented (Number),5,8,,
63100,63100,Dwelling stock estimates,1,1,,Gwynedd,W06000002,3,WXX000001,31/03/2020,31/03/2020,1585699199000,,All tenures (Number),6,10,,
8700,8700,Dwelling stock estimates,1,1,,Gwynedd,W06000002,3,WXX000001,31/03/2019,31/03/2019,1554076799000,,Registered Social Landlord (Number),2,3,,
54200,54200,Dwelling stock estimates,1,1,,Gwynedd,W06000002,3,WXX000001,31/03/2019,31/03/2019,1554076799000,,Owner occupied/Privately rented (Number),3,5,,
45000,45000,Dwelling stock estimates,1,1,,Gwynedd,W06000002,3,WXX000001,31/03/2019,31/03/2019,1554076799000,,Owner occupied (Number),4,6,,
9200,9200,Dwelling stock estimates,1,1,,Gwynedd,W06000002,3,WXX000001,31/03/2019,31/03/2019,1554076799000,,Privately rented (Number),5,8,,
62800,62800,Dwelling stock estimates,1,1,,Gwynedd,W06000002,3,WXX000001,31/03/2019,31/03/2019,1554076799000,,All tenures (Number),6,10,,
8600,8600,Dwelling stock estimates,1,1,,Gwynedd,W06000002,3,WXX000001,31/03/2018,31/03/2018,1522540799000,,Registered Social Landlord (Number),2,3,,
53900,53900,Dwelling stock estimates,1,1,,Gwynedd,W06000002,3,WXX000001,31/03/2018,31/03/2018,1522540799000,,Owner occupied/Privately rented (Number),3,5,,
44700,44700,Dwelling stock estimates,1,1,,Gwynedd,W06000002,3,WXX000001,31/03/2018,31/03/2018,1522540799000,,Owner occupied (Number),4,6,,
9200,9200,Dwelling stock estimates,1,1,,Gwynedd,W06000002,3,WXX000001,31/03/2018,31/03/2018,1522540799000,,Privately rented (Number),5,8,,
62500,62500,Dwelling stock estimates,1,1,,Gwynedd,W06000002,3,WXX000001,31/03/2018,31/03/2018,1522540799000,,All tenures (Number),6,10,,
8600,8600,Dwelling stock estimates,1,1,,Gwynedd,W06000002,3,WXX000001,31/03/2017,31/03/2017,1491004799000,,Registered Social Landlord (Number),2,3,,
53600,53600,Dwelling stock estimates,1,1,,Gwynedd,W06000002,3,WXX000001,31/03/2017,31/03/2017,1491004799000,,Owner occupied/Privately rented (Number),3,5,,
44400,44400,Dwelling stock estimates,1,1,,Gwynedd,W06000002,3,WXX000001,31/03/2017,31/03/2017,1491004799000,,Owner occupied (Number),4,6,,
9200,9200,Dwelling stock estimates,1,1,,Gwynedd,W06000002,3,WXX000001,31/03/2017,31/03/2017,1491004799000,,Privately rented (Number),5,8,,
62200,62200,Dwelling stock estimates,1,1,,Gwynedd,W06000002,3,WXX000001,31/03/2017,31/03/2017,1491004799000,,All tenures (Number),6,10,,
8600,8600,Dwelling stock estimates,1,1,,Gwynedd,W06000002,3,WXX000001,31/03/2016,31/03/2016,1459468799000,,Registered Social Landlord (Number),2,3,,
53400,53400,Dwelling stock estimates,1,1,,Gwynedd,W06000002,3,WXX000001,31/03/2016,31/03/2016,1459468799000,,Owner occupied/Privately rented (Number),3,5,,
44000,44000,Dwelling stock estimates,1,1,,Gwynedd,W06000002,3,WXX000001,31/03/2016,31/03/2016,1459468799000,,Owner occupied (Number),4,6,,
9300,9300,Dwelling stock estimates,1,1,,Gwynedd,W06000002,3,WXX000001,31/03/2016,31/03/2016,1459468799000,,Privately rented (Number),5,8,,
62000,62000,Dwelling stock estimates,1,1,,Gwynedd,W06000002,3,WXX000001,31/03/2016,31/03/2016,1459468799000,,All tenures (Number),6,10,,
8600,8600,Dwelling stock estimates,1,1,,Gwynedd,W06000002,3,WXX000001,31/03/2015,31/03/2015,1427846399000,,Registered Social Landlord (Number),2,3,,
