month_end,mortgage_rate_fraction
2024-01-31,0.05777870736267045
2024-02-29,0.05558347459036875
2024-03-31,0.057773310981355894
2024-04-30,0.0569013291384642
2024-05-31,0.058821420249883544
2024-06-30,0.059115625183658045
2024-07-31,0.058875778923320604
2024-08-31,0.05764135216644266
2024-09-30,0.05759386467909939
2024-10-31,0.0543556994332257
2024-11-30,0.05146452745700354
2024-12-31,0.05203868223830901
