metric,value,units,target_year,source_url,source_label
UK households denominator,28600000,households,2024,https://www.ons.gov.uk/peoplepopulationandcommunity/birthsdeathsandmarriages/families/bulletins/familiesandhouseholds/2024,ONS Families and households in the UK: 2024 bulletin
