month_end,spread_percentage_points
2012-07-31,3.381004401319861
2012-08-31,3.386658609668142
2012-09-30,3.32494261389992
2012-10-31,3.139442100683788
2012-11-30,3.074726410964796
2012-12-31,2.984994113477403
2013-01-31,2.681185167234138
2013-02-28,2.550582977440472
2013-03-31,2.595295743440066
2013-04-30,2.563206831874934
2013-05-31,2.307803349841254
2013-06-30,2.135512721418634
2013-07-31,2.197769072903593
2013-08-31,2.084666647507242
2013-09-30,1.950509016747481
2013-10-31,1.919517369158505
2013-11-30,1.891908425012394
2013-12-31,1.772237465568718
2014-01-31,1.653186453824647
2014-02-28,1.673034478318397
2014-03-31,1.606127472571638
2014-04-30,1.718067731490395
2014-05-31,1.676151434447322
2014-06-30,1.571733655664115
2014-07-31,1.424274770961946
2014-08-31,1.518845936564987
2014-09-30,1.477450621567366
2014-10-31,1.373368634804781
2014-11-30,1.403163740689791
2014-12-31,1.381338879702309
2015-01-31,1.420091399435142
2015-02-28,1.284341506143376
2015-03-31,1.305337488772125
2015-04-30,1.307727607011895
2015-05-31,1.170958136541557
2015-06-30,1.056456662511799
2015-07-31,1.030559920516723
2015-08-31,1.146554262052271
2015-09-30,1.186319464801987
2015-10-31,1.215243887300061
2015-11-30,1.196523550889609
2015-12-31,1.161153881145952
2016-01-31,1.340501820884155
2016-02-29,1.549188443300407
2016-03-31,1.44860260517453
2016-04-30,1.389024923357576
2016-05-31,1.447357303360842
2016-06-30,1.394467325254148
2016-07-31,1.584287956216862
2016-08-31,1.578071389410438
2016-09-30,1.465531112673325
2016-10-31,1.317216618249692
2016-11-30,1.150472824365496
2016-12-31,1.150585080841215
2017-01-31,1.118692354787652
2017-02-28,1.120045693137259
2017-03-31,1.050461574840776
2017-04-30,1.073276301981395
2017-05-31,1.179003589660312
2017-06-30,1.132684426937139
2017-07-31,0.9728889288277855
2017-08-31,1.055242286360571
2017-09-30,0.8641556597721883
2017-10-31,0.8756619813482227
2017-11-30,0.93080099848138
2017-12-31,0.8844797626898598
2018-01-31,0.7971781045609223
2018-02-28,0.6305641673084257
2018-03-31,0.6320403574867519
2018-04-30,0.8409990992271184
2018-05-31,0.9573638152437101
2018-06-30,0.9451603478864647
2018-07-31,0.9132691941190977
2018-08-31,0.8863876581256913
2018-09-30,0.7945242002242303
2018-10-31,0.8498926075981047
2018-11-30,0.8378983630692085
2018-12-31,0.8616209850894525
2019-01-31,0.8498783070005702
2019-02-28,0.8780073921736187
2019-03-31,0.8993331071783539
2019-04-30,0.8719317455947514
2019-05-31,0.8893959844612895
2019-06-30,1.004079246888432
2019-07-31,1.078736815612148
2019-08-31,1.135188849218131
2019-09-30,1.017491433746843
2019-10-31,0.9465265202699942
2019-11-30,0.831821973621136
2019-12-31,0.8195508008725394
2020-01-31,0.9180607759454551
2020-02-29,0.8961221802106059
2020-03-31,1.207718697225599
2020-04-30,1.260899898102386
2020-05-31,1.391953099150474
2020-06-30,1.403489472449571
2020-07-31,1.494752375274173
2020-08-31,1.626391007583365
2020-09-30,1.814487745349439
2020-10-31,1.982659745633655
2020-11-30,1.935528919112265
2020-12-31,1.892635908177615
2021-01-31,1.806178326117528
2021-02-28,1.571498601161029
2021-03-31,1.457407945783093
2021-04-30,1.376304224234068
2021-05-31,1.331743762858846
2021-06-30,1.21019232858677
2021-07-31,1.0755165744073
2021-08-31,0.9691234827722895
2021-09-30,0.8468588794867409
2021-10-31,0.5165628658422691
2021-11-30,0.6350942004857385
2021-12-31,0.6853002264420139
2022-01-31,0.5105789198856436
2022-02-28,0.1324861526915886
2022-03-31,0.2705989355684886
2022-04-30,0.2096164050148981
2022-05-31,0.4569100830629078
2022-06-30,0.08259694535501527
2022-07-31,0.8541049693794345
2022-08-31,0.4531834772072596
2022-09-30,-0.259414026622383
2022-10-31,1.08728989014789
2022-11-30,1.68571197350603
2022-12-31,1.122036200661146
2023-01-31,1.035584010990788
2023-02-28,0.6579023670086581
2023-03-31,0.4918627960563322
2023-04-30,0.2823574602042811
2023-05-31,0.08972883979510282
2023-06-30,0.03862900791085622
2023-07-31,0.4609218238414892
2023-08-31,0.6277676832537002
2023-09-30,0.6933452799129265
2023-10-31,0.5655615106339615
2023-11-30,0.5503060807846678
2023-12-31,0.7083318880729648
2024-01-31,0.5278707362670447
2024-02-29,0.3083474590368747
2024-03-31,0.5273310981355896
2024-04-30,0.4401329138464201
2024-05-31,0.6321420249883545
2024-06-30,0.6615625183658045
2024-07-31,0.637577892332061
2024-08-31,0.7641352166442656
2024-09-30,0.7593864679099389
2024-10-31,0.4355699433225699
2024-11-30,0.3464527457003541
2024-12-31,0.4538682238309004
2025-01-31,0.4556342498541905
2025-02-28,0.6976890713102737
2025-03-31,0.5308263111766447
2025-04-30,0.6975598810180403
2025-05-31,0.4584982446020995
2025-06-30,0.6346832938726061
2025-07-31,0.634984927198071
2025-08-31,0.4721626242794352
2025-09-30,0.4934986502303551
2025-10-31,0.618061725364274
